RegioNaam;RegioCode;RegioUitslag;Partij;AantalStemmen;AantalZetels
Nederland;L528;AantalGeldigeStemmen;;4760711;
Nederland;L528;AantalOngeldigeStemmen;;0;
Nederland;L528;Kiesgerechtigden;;0;
Nederland;L528;Opkomst;;4760711;
Nederland;L528;;KVP;1466145;32
Nederland;L528;;PvdA;1347940;29
Nederland;L528;;ARP;614201;13
Nederland;L528;;CPN;502963;10
Nederland;L528;;CHU;373217;8
Nederland;L528;;Partij van de Vrijheid;305285;6
Nederland;L528;;SGP;101761;2
